0.015570	0.000000	1.000000
0.015457	0.000000	1.000000
0.015279	0.000000	1.000000
0.015032	0.000000	1.000000
0.014711	0.000000	1.000000
0.014315	0.000000	1.000000
0.013840	0.000000	1.000000
0.013282	0.000000	1.000000
0.012638	0.000000	1.000000
0.011907	0.000000	1.000000
0.011085	0.000000	1.000000
0.010170	0.000000	1.000000
0.009159	0.000000	1.000000
0.008052	0.000000	1.000000
0.006847	0.000000	1.000000
0.005541	0.000000	1.000000
0.004134	0.000000	1.000000
0.002625	0.000000	1.000000
0.001014	0.000000	1.000000
0.000700	180.000000	1.000000
0.002516	180.000000	1.000000
0.004435	180.000000	1.000000
0.006456	180.000000	1.000000
0.008577	180.000000	1.000000
0.010797	180.000000	1.000000
0.013115	180.000000	1.000000
0.015528	180.000000	1.000000
0.018034	180.000000	1.000000
0.020630	180.000000	1.000000
0.023314	180.000000	1.000000
0.026080	180.000000	1.000000
0.028926	180.000000	1.000000
0.031848	180.000000	1.000000
0.034840	180.000000	1.000000
0.037898	180.000000	1.000000
0.041015	180.000000	1.000000
0.044187	180.000000	1.000000
0.047407	180.000000	1.000000
0.050668	180.000000	1.000000
0.053964	180.000000	1.000000
0.057287	180.000000	1.000000
0.060630	180.000000	1.000000
0.063984	180.000000	1.000000
0.067341	180.000000	1.000000
0.070692	180.000000	1.000000
0.074029	180.000000	1.000000
0.077342	180.000000	1.000000
0.080621	180.000000	1.000000
0.083856	180.000000	1.000000
0.087036	180.000000	1.000000
0.090152	180.000000	1.000000
0.093193	180.000000	1.000000
0.096146	180.000000	1.000000
0.099002	180.000000	1.000000
0.101748	180.000000	1.000000
0.104372	180.000000	1.000000
0.106862	180.000000	1.000000
0.109208	180.000000	1.000000
0.111395	180.000000	1.000000
0.113412	180.000000	1.000000
0.115246	180.000000	1.000000
0.116884	180.000000	1.000000
0.118314	180.000000	1.000000
0.119524	180.000000	1.000000
0.120500	180.000000	1.000000
0.121229	180.000000	1.000000
0.121700	180.000000	1.000000
0.121899	180.000000	1.000000
0.121813	180.000000	1.000000
0.121431	180.000000	1.000000
0.120740	180.000000	1.000000
0.119727	180.000000	1.000000
0.118381	180.000000	1.000000
0.116689	180.000000	1.000000
0.114641	180.000000	1.000000
0.112223	180.000000	1.000000
0.109426	180.000000	1.000000
0.106238	180.000000	1.000000
0.102649	180.000000	1.000000
0.098648	180.000000	1.000000
0.094224	180.000000	1.000000
0.089369	180.000000	1.000000
0.084073	180.000000	1.000000
0.078326	180.000000	1.000000
0.072120	180.000000	1.000000
0.065446	180.000000	1.000000
0.058297	180.000000	1.000000
0.050664	180.000000	1.000000
0.042541	180.000000	1.000000
0.033921	180.000000	1.000000
0.024797	180.000000	1.000000
0.015163	180.000000	1.000000
0.005015	180.000000	1.000000
0.005654	0.000000	1.000000
0.016848	-0.000000	1.000000
0.028570	-0.000000	1.000000
0.040824	-0.000000	1.000000
0.053614	-0.000000	1.000000
0.066940	-0.000000	1.000000
0.080806	-0.000000	1.000000
0.095211	-0.000000	1.000000
0.110157	-0.000000	1.000000
0.125642	-0.000000	1.000000
0.141665	-0.000000	1.000000
0.158223	-0.000000	1.000000
0.175314	-0.000000	1.000000
0.192932	-0.000000	1.000000
0.211071	-0.000000	1.000000
0.229725	-0.000000	1.000000
0.248884	-0.000000	1.000000
0.268539	-0.000000	1.000000
0.288677	-0.000000	1.000000
0.309284	-0.000000	1.000000
0.330344	-0.000000	1.000000
0.351838	-0.000000	1.000000
0.373746	-0.000000	1.000000
0.396044	-0.000000	1.000000
0.418706	-0.000000	1.000000
0.441701	-0.000000	1.000000
0.464999	-0.000000	1.000000
0.488561	-0.000000	1.000000
0.512349	-0.000000	1.000000
0.536318	-0.000000	1.000000
0.560421	-0.000000	1.000000
0.584608	-0.000000	1.000000
0.608820	-0.000000	1.000000
0.633000	-0.000000	1.000000
0.657082	-0.000000	1.000000
0.680999	-0.000000	1.000000
